survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,passenger_id,constant_col,embark_town_dirty
0,3,male,22.0,1,0,7.25,S,Third,man,True,,Southampton,no,False,1,1,Southampton
1,1,female,38.0,1,0,71.2833,C,First,woman,False,C,Cherbourg,yes,False,2,1,Cherbourg
1,3,female,26.0,0,0,7.925,S,Third,woman,False,,Southampton,yes,True,3,1,Southampton
1,1,female,35.0,1,0,53.1,S,First,woman,False,C,Southampton,yes,False,4,1,Southampton
0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,5,1,Southampton
0,3,male,,0,0,8.4583,Q,Third,man,True,,Queenstown,no,True,6,1,Queenstown
0,1,male,54.0,0,0,51.8625,S,First,man,True,E,Southampton,no,True,7,1,Southampton
0,3,male,2.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,8,1,Southampton
1,3,female,27.0,0,2,11.1333,S,Third,woman,False,,Southampton,yes,False,9,1,Southampton
1,2,female,14.0,1,0,30.0708,C,Second,child,False,,Cherbourg,yes,False,10,1,Cherbourg
1,3,female,4.0,1,1,16.7,S,Third,child,False,G,Southampton,yes,False,11,1,Southampton
1,1,female,58.0,0,0,26.55,S,First,woman,False,C,Southampton,yes,True,12,1,Southampton
0,3,male,20.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,13,1,Southampton
0,3,male,39.0,1,5,31.275,S,Third,man,True,,Southampton,no,False,14,1,Southampton
0,3,female,14.0,0,0,7.8542,S,Third,child,False,,Southampton,no,True,15,1,Southampton
1,2,female,55.0,0,0,16.0,S,Second,woman,False,,Southampton,yes,True,16,1,Southampton
0,3,male,2.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,17,1,Queenstown
1,2,male,,0,0,13.0,S,Second,man,True,,Southampton,yes,True,18,1,Southampton
0,3,female,31.0,1,0,18.0,S,Third,woman,False,,Southampton,no,False,19,1,Southampton
1,3,female,,0,0,7.225,C,Third,woman,False,,Cherbourg,yes,True,20,1,Cherbourg
0,2,male,35.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,21,1,Southampton
1,2,male,34.0,0,0,13.0,S,Second,man,True,D,Southampton,yes,True,22,1,Southampton
1,3,female,15.0,0,0,8.0292,Q,Third,child,False,,Queenstown,yes,True,23,1,Queenstown
1,1,male,28.0,0,0,35.5,S,First,man,True,A,Southampton,yes,True,24,1,Southampton
0,3,female,8.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,25,1,Southampton
1,3,female,38.0,1,5,31.3875,S,Third,woman,False,,Southampton,yes,False,26,1,Southampton
0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,27,1,Cherbourg
0,1,male,19.0,3,2,263.0,S,First,man,True,C,Southampton,no,False,28,1,Southampton
1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,29,1,Queenstown
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,30,1,Southampton
0,1,male,40.0,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,31,1,Cherbourg
1,1,female,,1,0,146.5208,C,First,woman,False,B,Cherbourg,yes,False,32,1,Cherbourg
1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,33,1,Queenstown
0,2,male,66.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,34,1,Southampton
0,1,male,28.0,1,0,82.1708,C,First,man,True,,Cherbourg,no,False,35,1,Cherbourg
0,1,male,42.0,1,0,52.0,S,First,man,True,,Southampton,no,False,36,1,Southampton
1,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,37,1,Cherbourg
0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,38,1,Southampton
0,3,female,18.0,2,0,18.0,S,Third,woman,False,,Southampton,no,False,39,1,Southampton
1,3,female,14.0,1,0,11.2417,C,Third,child,False,,Cherbourg,yes,False,40,1, Cherbourg 
0,3,female,40.0,1,0,9.475,S,Third,woman,False,,Southampton,no,False,41,1,Southampton
0,2,female,27.0,1,0,21.0,S,Second,woman,False,,Southampton,no,False,42,1,Southampton
0,3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,43,1,Cherbourg
1,2,female,3.0,1,2,41.5792,C,Second,child,False,,Cherbourg,yes,False,44,1,Cherbourg
1,3,female,19.0,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,45,1,Queenstown
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,46,1,Southampton
0,3,male,,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,47,1,Queenstown
1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,48,1,Queenstown
0,3,male,,2,0,21.6792,C,Third,man,True,,Cherbourg,no,False,49,1,Cherbourg
0,3,female,18.0,1,0,17.8,S,Third,woman,False,,Southampton,no,False,50,1,Southampton
0,3,male,7.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,51,1,Southampton
0,3,male,21.0,0,0,7.8,S,Third,man,True,,Southampton,no,True,52,1,Southampton
1,1,female,49.0,1,0,76.7292,C,First,woman,False,D,Cherbourg,yes,False,53,1,Cherbourg
1,2,female,29.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,54,1,Southampton
0,1,male,65.0,0,1,61.9792,C,First,man,True,B,Cherbourg,no,False,55,1,Cherbourg
1,1,male,,0,0,35.5,S,First,man,True,C,Southampton,yes,True,56,1,Southampton
1,2,female,21.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,57,1,Southampton
0,3,male,28.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,58,1,Cherbourg
1,2,female,5.0,1,2,27.75,S,Second,child,False,,Southampton,yes,False,59,1,Southampton
0,3,male,11.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,60,1,Southampton
0,3,male,22.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,61,1,Cherbourg
1,1,female,38.0,0,0,80.0,,First,woman,False,B,,yes,True,62,1,
0,1,male,45.0,1,0,83.475,S,First,man,True,C,Southampton,no,False,63,1,Southampton
0,3,male,4.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,64,1,Southampton
0,1,male,,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,65,1,Cherbourg
1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,66,1,Cherbourg
1,2,female,29.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,67,1,Southampton
0,3,male,19.0,0,0,8.1583,S,Third,man,True,,Southampton,no,True,68,1,Southampton
1,3,female,17.0,4,2,7.925,S,Third,woman,False,,Southampton,yes,False,69,1,Southampton
0,3,male,26.0,2,0,8.6625,S,Third,man,True,,Southampton,no,False,70,1,Southampton
0,2,male,32.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,71,1,Southampton
0,3,female,16.0,5,2,46.9,S,Third,woman,False,,Southampton,no,False,72,1,Southampton
0,2,male,21.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,73,1,Southampton
0,3,male,26.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,74,1,Cherbourg
1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,75,1,Southampton
0,3,male,25.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,76,1,Southampton
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,77,1,Southampton
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,78,1,Southampton
1,2,male,0.83,0,2,29.0,S,Second,child,False,,Southampton,yes,False,79,1,Southampton
1,3,female,30.0,0,0,12.475,S,Third,woman,False,,Southampton,yes,True,80,1,Southampton
0,3,male,22.0,0,0,9.0,S,Third,man,True,,Southampton,no,True,81,1,Southampton
1,3,male,29.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,82,1,Southampton
1,3,female,,0,0,7.7875,Q,Third,woman,False,,Queenstown,yes,True,83,1,Queenstown
0,1,male,28.0,0,0,47.1,S,First,man,True,,Southampton,no,True,84,1,Southampton
1,2,female,17.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,85,1,Southampton
1,3,female,33.0,3,0,15.85,S,Third,woman,False,,Southampton,yes,False,86,1,Southampton
0,3,male,16.0,1,3,34.375,S,Third,man,True,,Southampton,no,False,87,1,Southampton
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,88,1,Southampton
1,1,female,23.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,89,1,Southampton
0,3,male,24.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,90,1,Southampton
0,3,male,29.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,91,1,Southampton
0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,92,1,Southampton
0,1,male,46.0,1,0,61.175,S,First,man,True,E,Southampton,no,False,93,1,Southampton
0,3,male,26.0,1,2,20.575,S,Third,man,True,,Southampton,no,False,94,1,Southampton
0,3,male,59.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,95,1,Southampton
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,96,1,Southampton
0,1,male,71.0,0,0,34.6542,C,First,man,True,A,Cherbourg,no,True,97,1,Cherbourg
1,1,male,23.0,0,1,63.3583,C,First,man,True,D,Cherbourg,yes,False,98,1,Cherbourg
1,2,female,34.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,99,1,Southampton
0,2,male,34.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,100,1,Southampton
0,3,female,28.0,0,0,7.8958,S,Third,woman,False,,Southampton,no,True,101,1,Southampton
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,102,1,Southampton
0,1,male,21.0,0,1,77.2875,S,First,man,True,D,Southampton,no,False,103,1,Southampton
0,3,male,33.0,0,0,8.6542,S,Third,man,True,,Southampton,no,True,104,1,Southampton
0,3,male,37.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,105,1,Southampton
0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,106,1,Southampton
1,3,female,21.0,0,0,7.65,S,Third,woman,False,,Southampton,yes,True,107,1,Southampton
1,3,male,,0,0,7.775,S,Third,man,True,,Southampton,yes,True,108,1,Southampton
0,3,male,38.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,109,1,Southampton
1,3,female,,1,0,24.15,Q,Third,woman,False,,Queenstown,yes,False,110,1,Queenstown
0,1,male,47.0,0,0,52.0,S,First,man,True,C,Southampton,no,True,111,1,Southampton
0,3,female,14.5,1,0,14.4542,C,Third,child,False,,Cherbourg,no,False,112,1,Cherbourg
0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,113,1,Southampton
0,3,female,20.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,114,1,Southampton
0,3,female,17.0,0,0,14.4583,C,Third,woman,False,,Cherbourg,no,True,115,1,Cherbourg
0,3,male,21.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,116,1,Southampton
0,3,male,70.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,117,1,Queenstown
0,2,male,29.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,118,1,Southampton
0,1,male,24.0,0,1,247.5208,C,First,man,True,B,Cherbourg,no,False,119,1,Cherbourg
0,3,female,2.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,120,1,Southampton
0,2,male,21.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,121,1,Southampton
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,122,1,Southampton
0,2,male,32.5,1,0,30.0708,C,Second,man,True,,Cherbourg,no,False,123,1,Cherbourg
1,2,female,32.5,0,0,13.0,S,Second,woman,False,E,Southampton,yes,True,124,1,Southampton
0,1,male,54.0,0,1,77.2875,S,First,man,True,D,Southampton,no,False,125,1,Southampton
1,3,male,12.0,1,0,11.2417,C,Third,child,False,,Cherbourg,yes,False,126,1,Cherbourg
0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,127,1,Queenstown
1,3,male,24.0,0,0,7.1417,S,Third,man,True,,Southampton,yes,True,128,1,Southampton
1,3,female,,1,1,22.3583,C,Third,woman,False,F,Cherbourg,yes,False,129,1,Cherbourg
0,3,male,45.0,0,0,6.975,S,Third,man,True,,Southampton,no,True,130,1,Southampton
0,3,male,33.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,131,1,Cherbourg
0,3,male,20.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,132,1,Southampton
0,3,female,47.0,1,0,14.5,S,Third,woman,False,,Southampton,no,False,133,1,Southampton
1,2,female,29.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,134,1,Southampton
0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,135,1,Southampton
0,2,male,23.0,0,0,15.0458,C,Second,man,True,,Cherbourg,no,True,136,1,Cherbourg
1,1,female,19.0,0,2,26.2833,S,First,woman,False,D,Southampton,yes,False,137,1,Southampton
0,1,male,37.0,1,0,53.1,S,First,man,True,C,Southampton,no,False,138,1,Southampton
0,3,male,16.0,0,0,9.2167,S,Third,man,True,,Southampton,no,True,139,1,Southampton
0,1,male,24.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,140,1,Cherbourg
0,3,female,,0,2,15.2458,C,Third,woman,False,,Cherbourg,no,False,141,1,Cherbourg
1,3,female,22.0,0,0,7.75,S,Third,woman,False,,Southampton,yes,True,142,1,Southampton
1,3,female,24.0,1,0,15.85,S,Third,woman,False,,Southampton,yes,False,143,1,Southampton
0,3,male,19.0,0,0,6.75,Q,Third,man,True,,Queenstown,no,True,144,1,Queenstown
0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,145,1,Southampton
0,2,male,19.0,1,1,36.75,S,Second,man,True,,Southampton,no,False,146,1,Southampton
1,3,male,27.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,147,1,Southampton
0,3,female,9.0,2,2,34.375,S,Third,child,False,,Southampton,no,False,148,1,Southampton
0,2,male,36.5,0,2,26.0,S,Second,man,True,F,Southampton,no,False,149,1,Southampton
0,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,150,1,Southampton
0,2,male,51.0,0,0,12.525,S,Second,man,True,,Southampton,no,True,151,1,Southampton
1,1,female,22.0,1,0,66.6,S,First,woman,False,C,Southampton,yes,False,152,1,Southampton
0,3,male,55.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,153,1,Southampton
0,3,male,40.5,0,2,14.5,S,Third,man,True,,Southampton,no,False,154,1,Southampton
0,3,male,,0,0,7.3125,S,Third,man,True,,Southampton,no,True,155,1,Southampton
0,1,male,51.0,0,1,61.3792,C,First,man,True,,Cherbourg,no,False,156,1,Cherbourg
1,3,female,16.0,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,157,1,Queenstown
0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,158,1,Southampton
0,3,male,,0,0,8.6625,S,Third,man,True,,Southampton,no,True,159,1,Southampton
0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,160,1,Southampton
0,3,male,44.0,0,1,16.1,S,Third,man,True,,Southampton,no,False,161,1,Southampton
1,2,female,40.0,0,0,15.75,S,Second,woman,False,,Southampton,yes,True,162,1,Southampton
0,3,male,26.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,163,1,Southampton
0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,164,1,Southampton
0,3,male,1.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,165,1,Southampton
1,3,male,9.0,0,2,20.525,S,Third,child,False,,Southampton,yes,False,166,1,Southampton
1,1,female,,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,167,1,Southampton
0,3,female,45.0,1,4,27.9,S,Third,woman,False,,Southampton,no,False,168,1,Southampton
0,1,male,,0,0,25.925,S,First,man,True,,Southampton,no,True,169,1,Southampton
0,3,male,28.0,0,0,56.4958,S,Third,man,True,,Southampton,no,True,170,1,Southampton
0,1,male,61.0,0,0,33.5,S,First,man,True,B,Southampton,no,True,171,1,Southampton
0,3,male,4.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,172,1,Queenstown
1,3,female,1.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,173,1,Southampton
0,3,male,21.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,174,1,Southampton
0,1,male,56.0,0,0,30.6958,C,First,man,True,A,Cherbourg,no,True,175,1,Cherbourg
0,3,male,18.0,1,1,7.8542,S,Third,man,True,,Southampton,no,False,176,1,Southampton
0,3,male,,3,1,25.4667,S,Third,man,True,,Southampton,no,False,177,1,Southampton
0,1,female,50.0,0,0,28.7125,C,First,woman,False,C,Cherbourg,no,True,178,1,Cherbourg
0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,179,1,Southampton
0,3,male,36.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,180,1,Southampton
0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,181,1,Southampton
0,2,male,,0,0,15.05,C,Second,man,True,,Cherbourg,no,True,182,1,Cherbourg
0,3,male,9.0,4,2,31.3875,S,Third,child,False,,Southampton,no,False,183,1,Southampton
1,2,male,1.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,184,1,Southampton
1,3,female,4.0,0,2,22.025,S,Third,child,False,,Southampton,yes,False,185,1,Southampton
0,1,male,,0,0,50.0,S,First,man,True,A,Southampton,no,True,186,1,Southampton
1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,187,1,Queenstown
1,1,male,45.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,188,1,Southampton
0,3,male,40.0,1,1,15.5,Q,Third,man,True,,Queenstown,no,False,189,1,Queenstown
0,3,male,36.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,190,1,Southampton
1,2,female,32.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,191,1,Southampton
0,2,male,19.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,192,1,Southampton
1,3,female,19.0,1,0,7.8542,S,Third,woman,False,,Southampton,yes,False,193,1,Southampton
1,2,male,3.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,194,1,Southampton
1,1,female,44.0,0,0,27.7208,C,First,woman,False,B,Cherbourg,yes,True,195,1,Cherbourg
1,1,female,58.0,0,0,146.5208,C,First,woman,False,B,Cherbourg,yes,True,196,1,Cherbourg
0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,197,1,Queenstown
0,3,male,42.0,0,1,8.4042,S,Third,man,True,,Southampton,no,False,198,1,Southampton
1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,199,1,Queenstown
0,2,female,24.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,200,1,Southampton
0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,201,1,Southampton
0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,202,1,Southampton
0,3,male,34.0,0,0,6.4958,S,Third,man,True,,Southampton,no,True,203,1,Southampton
0,3,male,45.5,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,204,1,Cherbourg
1,3,male,18.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,205,1,Southampton
0,3,female,2.0,0,1,10.4625,S,Third,child,False,G,Southampton,no,False,206,1,Southampton
0,3,male,32.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,207,1,Southampton
1,3,male,26.0,0,0,18.7875,C,Third,man,True,,Cherbourg,yes,True,208,1,Cherbourg
1,3,female,16.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,209,1,Queenstown
1,1,male,40.0,0,0,31.0,C,First,man,True,A,Cherbourg,yes,True,210,1,Cherbourg
0,3,male,24.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,211,1,Southampton
1,2,female,35.0,0,0,21.0,S,Second,woman,False,,Southampton,yes,True,212,1,Southampton
0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,213,1,Southampton
0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,214,1,Southampton
0,3,male,,1,0,7.75,Q,Third,man,True,,Queenstown,no,False,215,1,Queenstown
1,1,female,31.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,216,1,Cherbourg
1,3,female,27.0,0,0,7.925,S,Third,woman,False,,Southampton,yes,True,217,1,Southampton
0,2,male,42.0,1,0,27.0,S,Second,man,True,,Southampton,no,False,218,1,Southampton
1,1,female,32.0,0,0,76.2917,C,First,woman,False,D,Cherbourg,yes,True,219,1,Cherbourg
0,2,male,30.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,220,1,Southampton
1,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,221,1,Southampton
0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,222,1,Southampton
